"AOSNUMBER","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date","Other Links"
"AOS4843","Deal","Monmouth County","NJ","Deal Police Department","Police","The Deal Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/2/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4844","Harvey","Cook County","IL","Harvey Police Department","Police","The Harvey Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/2/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4845","Fultonville","Montgomery County","NY","Montgomery County Sheriff's Office","Sheriff","The Montgomery County Sheriff's Office signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","County","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/2/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4846","North Las Vegas","Clark County","NV","North Las Vegas Police Department","Police","The North Las Vegas Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/2/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4847","Ballston Spa","Saratoga County","NY","Saratoga County Sheriff's Office","Sheriff","The Saratoga County Sheriff's Office signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","County","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/2/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4848","Monroe","Orange County","NY","Village of Monroe Police Department","Police","The Village of Monroe Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/2/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4849","Covington","Kenton County","KY","Covington Police Department","Police","The Covington Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/3/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4850","Central Valley","Orange County","NY","Woodbury Town Police Department","Police","The Woodbury Town Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/3/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4851","Brooklyn Center","Hennepin County","MN","Brooklyn Center Police Department","Police","The Brooklyn Center Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/6/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4852","North Syracuse","Onondaga County","NY","North Syracuse Village Police Department","Police","The North Syracuse Village Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/6/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4853","Pampa","Gray County","TX","Pampa Police Department","Police","The Pampa Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/6/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4854","St. Johns","Clinton County","MI","St. Johns Police Department","Police","The St. Johns Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/6/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4855","Bridgeport","Saginaw County","MI","Bridgeport Township Police Department","Police","The Bridgeport Township Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/7/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4856","Bolivia","Brunswick County","NC","Brunswick County Sheriff's Office","Sheriff","The Brunswick County Sheriff's Office signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","County","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/7/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4857","Gahanna","Franklin County","OH","Gahanna Division of Police","Police","The Gahanna Division of Police signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/7/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4858","River Falls","Pierce County","WI","River Falls Police Department","Police","The River Falls Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/7/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4859","Simsbury","Hartford County","CT","Simsbury Police Department","Police","The Simsbury Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/7/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4860","South Padre Island","Cameron County","TX","South Padre Island Police Department","Police","The South Padre Island Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/7/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4861","Woodbridge","New Haven County","CT","Woodbridge Police Department","Police","The Woodbridge Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/7/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4862","Brunswick","Frederick County","MD","Brunswick Police Department","Police","The Brunswick Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/8/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4863","Westport","Fairfield County","CT","Westport Police Department","Police","The Westport Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/8/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4864","Kent Lakes","#N/A","NY","Kent Town Police Department","Police","The Kent Town Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/9/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4865","Milton","Santa Rosa County","FL","Santa Rosa County Sheriff's Office","Sheriff","The Santa Rosa County Sheriff's Office signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","County","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/9/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4866","Dekalb","DeKalb County","IL","DeKalb Police Department","Police","The DeKalb Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/10/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
